"","external_gene_name","reg","orgname"
"2028",NA,":9056354:9057742","cdromedarius"
"2029",NA,":3941823:3943209","cdromedarius"
"2030",NA,":5814548:5815934","cdromedarius"
"2031",NA,":21615:23010","cdromedarius"
"2032",NA,"25:27783352:27784825","cdromedarius"
"2033",NA,"4:96093557:96095184","cdromedarius"
"2034",NA,"6:89356716:89358102","cdromedarius"
"2035","SYBU","25:15812712:15814412","cdromedarius"
"2036",NA,"33:4803525:4805100","cdromedarius"
"2037","TRDMT1","35:7992978:7994633","cdromedarius"
"2038",NA,"9:8529:9634","cdromedarius"
"2039",NA,":2015615:2017267","cdromedarius"
"2040",NA,"25:28211283:28212938","cdromedarius"
"2041",NA,":4325703:4327358","cdromedarius"
"2042",NA,":312282:313937","cdromedarius"
"2043",NA,"11:13272:14377","cdromedarius"
"2044",NA,"7:14723:15775","cdromedarius"
"2045","PSMB1","8:99727:100855","cdromedarius"
"2046",NA,"6:7834:9675","cdromedarius"
"2047",NA,"6:10894:11943","cdromedarius"
"2048",NA,"X:18776:19816","cdromedarius"
"2049","PSMB1","8:96835:98664","cdromedarius"
"2050","LAYN","33:4806384:4807408","cdromedarius"
"2051","CELF1","10:15528129:15528736","cdromedarius"
"2052",NA,"3:19200:20238","cdromedarius"
"2053",NA,"7:11692:13534","cdromedarius"
"2054",NA,"2:104526456:104527372","cdromedarius"
"2055","PRKG1","11:37538797:37539341","cdromedarius"
"2056",NA,"31:14609398:14610604","cdromedarius"
"2057",NA,"11:10347:12180","cdromedarius"
"2058",NA,"15:41498127:41498484","cdromedarius"
"2059",NA,"3:6816645:6816968","cdromedarius"
"2060",NA,"27:19845:21658","cdromedarius"
"2061",NA,"33:1446662:1448538","cdromedarius"
"2062",NA,"27:22895:23895","cdromedarius"
"2063","EXOG","17:8379465:8380288","cdromedarius"
"2064","TRPM3","4:42981609:42982346","cdromedarius"
"2065",NA,"4:48008789:48009300","cdromedarius"
"2066",NA,"12:45080818:45081752","cdromedarius"
"2067",NA,"X:15868:17091","cdromedarius"
"2068","ELOVL7","3:78639362:78639663","cdromedarius"
"2069",NA,"12:45099334:45100297","cdromedarius"
"2070","KIF4A","X:54621960:54622597","cdromedarius"
"2071",NA,"13:41158470:41160079","cdromedarius"
"2072","ZNF829","9:55950:56875","cdromedarius"
"2073",NA,"18:39240318:39241351","cdromedarius"
"2074",NA,"8:83512850:83513643","cdromedarius"
"2075",NA,"8:83516170:83516727","cdromedarius"
"2076",NA,"11:14798:16041","cdromedarius"
"2077","FER1L6","25:27264850:27266100","cdromedarius"
"2078",NA,"X:17677:18570","cdromedarius"
"2079",NA,"7:16223:17472","cdromedarius"
"2080","ZNF829","9:54790:55710","cdromedarius"
"2081","DUS2","9:40142550:40142798","cdromedarius"
"2082",NA,"6:12575:13673","cdromedarius"
"2083",NA,"23:29281197:29282278","cdromedarius"
"2084",NA,"6:91763320:91764405","cdromedarius"
"2085",NA,"1:30843423:30844131","cdromedarius"
"2086",NA,"9:7458:8342","cdromedarius"
"2087",NA,"7:13659:14543","cdromedarius"
"2088",NA,"3:18163:19044","cdromedarius"
"2089",NA,"3:20901:21996","cdromedarius"
"2090",NA,"15:41497841:41498156","cdromedarius"
"2091",NA,"27:21783:22671","cdromedarius"
"2092",NA,"6:9800:10684","cdromedarius"
"2093","GCLC","20:37909239:37910316","cdromedarius"
"2094",NA,"X:48612696:48613238","cdromedarius"
"2095","PSMB1","8:98787:99675","cdromedarius"
"2096",NA,"5:8257982:8258342","cdromedarius"
"2097",NA,"8:4543068:4543665","cdromedarius"
"2098",NA,"11:12306:13190","cdromedarius"
"2099",NA,":679531:680155","cdromedarius"
"2100","LAYN","33:4808237:4809174","cdromedarius"
"2101","TTC17","10:18881000:18881347","cdromedarius"
"2102",NA,"1:108758816:108759004","cdromedarius"
"2103",NA,"17:38749113:38749593","cdromedarius"
"2104",NA,"31:14604767:14605277","cdromedarius"
"2105",NA,"8:83514024:83514519","cdromedarius"
"2106",NA,"2:104527705:104528158","cdromedarius"
"2107",NA,"X:21213:21707","cdromedarius"
"2108","KIF4A","X:54626115:54626510","cdromedarius"
"2109","ATOSA","6:13911551:13911809","cdromedarius"
"2110","PSMB1","8:102246:102737","cdromedarius"
"2111",NA,"9:10913:11412","cdromedarius"
"2112",NA,"27:8582481:8582674","cdromedarius"
"2113",NA,"27:25314:25783","cdromedarius"
"2114","CELF1","10:15528819:15529045","cdromedarius"
"2115",NA,"18:39243577:39243917","cdromedarius"
"2116",NA,"8:67421582:67421930","cdromedarius"
"2117","WIF1","12:21495576:21496045","cdromedarius"
"2118",NA,"2:104527393:104527696","cdromedarius"
"2119",NA,"8:83514641:83515012","cdromedarius"
"2120",NA,"3:16204:16747","cdromedarius"
"2121",NA,"9:71125508:71125711","cdromedarius"
"2122",NA,"9:5512:6051","cdromedarius"
"2123",NA,"9:10059:10607","cdromedarius"
"2124",NA,"14:43896708:43896974","cdromedarius"
"2125",NA,":3144788:3145332","cdromedarius"
"2126",NA,"25:27781748:27782010","cdromedarius"
"2127",NA,"31:14605588:14605862","cdromedarius"
"2128",NA,"35:6621517:6622061","cdromedarius"
"2129",NA,"11:72815483:72815972","cdromedarius"
"2130","NXPH1","7:27936575:27936879","cdromedarius"
"2131","TMEM170B","20:7219947:7220206","cdromedarius"
"2132",NA,"11:14495:14801","cdromedarius"
"2133","TSPEAR","1:123268841:123269078","cdromedarius"
"2134",NA,"16:18188392:18188573","cdromedarius"
"2135",NA,"X:114179674:114179911","cdromedarius"
"2136",NA,"Y:20547767:20548004","cdromedarius"
"2137","TMEM170B","20:7219942:7220218","cdromedarius"
"2138",NA,"X:20359:20907","cdromedarius"
"2139","COL5A2","5:58008803:58008938","cdromedarius"
"2140","DENND4A","6:2524662:2524846","cdromedarius"
"2141",NA,"2:30559680:30560118","cdromedarius"
"2142",NA,"5:68922096:68922276","cdromedarius"
"2143",NA,"10:1420490:1420635","cdromedarius"
"2144","DENND4A","6:2524669:2524846","cdromedarius"
"2145","DENND4A","6:2524664:2524840","cdromedarius"
"2146",NA,"27:24551:24982","cdromedarius"
"2147",NA,":2014331:2014703","cdromedarius"
"2148",NA,":310992:311364","cdromedarius"
"2149",NA,"13:31527412:31527617","cdromedarius"
"2150","CELF1","10:15527849:15528146","cdromedarius"
"2151","SDC2","25:5843417:5843558","cdromedarius"
"2152",NA,"36:13297298:13297504","cdromedarius"
"2153",NA,"Y:12096402:12096545","cdromedarius"
"2154",NA,"31:18728175:18728388","cdromedarius"
"2155","TSPEAR","1:123269412:123269559","cdromedarius"
"2156",NA,"31:18728175:18728399","cdromedarius"
"2157",NA,"22:28129583:28129686","cdromedarius"
"2158",NA,"9:77253230:77253412","cdromedarius"
"2159",NA,"29:22544898:22544991","cdromedarius"
"2160",NA,"3:22436:22592","cdromedarius"
"2161",NA,"3:49617967:49618045","cdromedarius"
"2162",NA,"6:14109:14265","cdromedarius"
"2163",NA,"13:57739224:57739491","cdromedarius"
"2164",NA,"24:4331031:4331147","cdromedarius"
"2165","MAGIX","X:38633654:38633852","cdromedarius"
"2166",NA,"8:59879347:59879424","cdromedarius"
"2167",NA,"11:16445:16614","cdromedarius"
"2168",NA,"21:21363743:21363816","cdromedarius"
"2169",NA,"29:22544896:22544981","cdromedarius"
"2170",NA,"2:114317141:114317245","cdromedarius"
"2171",NA,"3:49617967:49618039","cdromedarius"
"2172",NA,"8:59879348:59879424","cdromedarius"
"2173",NA,"29:22544901:22544981","cdromedarius"
"2174",NA,"31:18728178:18728418","cdromedarius"
"2175",NA,"X:22127:22283","cdromedarius"
"2176",NA,"8:59879353:59879424","cdromedarius"
"2177",NA,"4:46582397:46582467","cdromedarius"
"2178","CDK15","5:69467902:69467980","cdromedarius"
"2179",NA,"8:59879348:59879424","cdromedarius"
"2180",NA,"29:22544907:22544981","cdromedarius"
"2181",NA,"31:18728178:18728416","cdromedarius"
"2182",NA,"8:59879359:59879424","cdromedarius"
"2183",NA,"9:41596597:41596700","cdromedarius"
"2184",NA,"10:33367076:33367139","cdromedarius"
"2185",NA,"31:18728104:18728337","cdromedarius"
"2186","FBN2","3:28367842:28367920","cdromedarius"
"2187",NA,"4:46582395:46582467","cdromedarius"
"2188",NA,"4:46582405:46582467","cdromedarius"
"2189","PSMB1","8:103150:103300","cdromedarius"
"2190",NA,"8:83518306:83518418","cdromedarius"
"2191",NA,"22:28129583:28129679","cdromedarius"
"2192",NA,"24:18165331:18165492","cdromedarius"
"2193",NA,"29:22544913:22544981","cdromedarius"
"2194",NA,"31:18728104:18728374","cdromedarius"
"2195","SOX5","34:15237338:15237486","cdromedarius"
"2196",NA,"4:46582408:46582467","cdromedarius"
"2197",NA,"8:59879348:59879429","cdromedarius"
"2198",NA,"8:59879365:59879424","cdromedarius"
"2199",NA,"31:18728104:18728337","cdromedarius"
"2200",NA,"2:63615872:63616060","cdromedarius"
"2201",NA,"4:46582395:46582467","cdromedarius"
"2202",NA,"7:17873:18029","cdromedarius"
"2203",NA,"22:35511144:35511396","cdromedarius"
"2204",NA,"29:22544919:22544981","cdromedarius"
"2205",NA,"31:23099374:23099517","cdromedarius"
"2206",NA,"1:92721116:92721209","cdromedarius"
"2207",NA,"8:59879371:59879424","cdromedarius"
"2208","ST8SIA2","27:12580402:12580599","cdromedarius"
"2209","ZNF236","30:1854222:1854380","cdromedarius"
"2210",NA,"33:6730267:6730505","cdromedarius"
"2211",NA,"X:84307823:84307876","cdromedarius"
"2212",NA,"4:46582395:46582467","cdromedarius"
"2213","R3HDM1","5:16104979:16105049","cdromedarius"
"2214","LRRC9","6:60495725:60495783","cdromedarius"
"2215","PAPPA2","21:23806926:23807106","cdromedarius"
"2216",NA,"27:9997372:9997426","cdromedarius"
"2217",NA,"29:22544925:22544981","cdromedarius"
"2218","CDK15","5:69467911:69467980","cdromedarius"
"2219",NA,"8:59879377:59879424","cdromedarius"
"2220",NA,"11:1585172:1585258","cdromedarius"
"2221",NA,"18:46825680:46825903","cdromedarius"
"2222","INTS9","31:10683290:10683349","cdromedarius"
"2223",NA,"X:84307823:84307876","cdromedarius"
"2224",NA,"Y:18090012:18090073","cdromedarius"
"2225",NA,"9:11824:11913","cdromedarius"
"2226","NEK10","17:667806:667860","cdromedarius"
"2227","NEK10","17:667818:667860","cdromedarius"
"2228","ST8SIA2","27:12581536:12581594","cdromedarius"
"2229",NA,"29:22544931:22544981","cdromedarius"
"2230",NA,"36:1561254:1561310","cdromedarius"
"2231",NA,"X:83655724:83655780","cdromedarius"
"2232",NA,"8:59879383:59879424","cdromedarius"
"2233",NA,"9:41596648:41596701","cdromedarius"
"2234","NEK10","17:667811:667860","cdromedarius"
"2235",NA,"22:35511159:35511432","cdromedarius"
"2236",NA,"36:1561253:1561310","cdromedarius"
"2237","SYTL5","X:30274310:30274367","cdromedarius"
"2238",NA,"X:84307823:84307876","cdromedarius"
"2239",NA,"Y:18090012:18090073","cdromedarius"
"2240",NA,"4:46582395:46582461","cdromedarius"
"2241","TBKBP1","16:28914836:28914886","cdromedarius"
"2242","TBKBP1","16:28914838:28914886","cdromedarius"
"2243","NEK10","17:667806:667860","cdromedarius"
"2244","TNFRSF21","20:33974451:33974519","cdromedarius"
"2245","ARIH1","27:25651863:25651935","cdromedarius"
"2246",NA,"29:22544937:22544981","cdromedarius"
"2247","ZNF236","30:1854137:1854388","cdromedarius"
"2248",NA,"36:1561260:1561310","cdromedarius"
"2249",NA,"X:83655724:83655780","cdromedarius"
"2250",NA,"Y:18090017:18090073","cdromedarius"
"2251",NA,NA,"cferus"
"2252",NA,NA,"clupus"
"2253",NA,"4:85639096:85654507","chircus"
"2254",NA,"1:23865690:23879477","chircus"
"2255",NA,"1:23865944:23879477","chircus"
"2256",NA,"4:85639913:85654507","chircus"
"2257",NA,"5:98917057:98924887","chircus"
"2258",NA,"5:98917892:98924887","chircus"
"2259",NA,"27:6171242:6177708","chircus"
"2260",NA,"5:98909883:98916924","chircus"
"2261",NA,":50844:56471","chircus"
"2262",NA,"3:81705281:81709710","chircus"
"2263",NA,":51407:56471","chircus"
"2264",NA,"12:85696919:85702228","chircus"
"2265",NA,"12:85702294:85707032","chircus"
"2266",NA,"12:85703124:85707032","chircus"
"2267",NA,"15:79420878:79424768","chircus"
"2268",NA,"12:85690236:85693936","chircus"
"2269",NA,"X:14957932:14961632","chircus"
"2270",NA,"15:79435357:79438804","chircus"
"2271",NA,"15:79421707:79424768","chircus"
"2272",NA,"X:3673516:3676754","chircus"
"2273",NA,"15:79432540:79435361","chircus"
"2274",NA,"15:79424766:79427348","chircus"
"2275",NA,"12:41836119:41838082","chircus"
"2276",NA,"12:85693926:85696263","chircus"
"2277",NA,"X:2323675:2325794","chircus"
"2278",NA,"X:3676756:3678882","chircus"
"2279",NA,":17085:18937","chircus"
"2280",NA,"X:2318254:2319696","chircus"
"2281",NA,"X:2320962:2322586","chircus"
"2282",NA,":37724:38859","chircus"
"2283",NA,"24:61172054:61173858","chircus"
"2284",NA,"X:2308389:2309986","chircus"
"2285",NA,"15:79429864:79431348","chircus"
"2286",NA,"11:45371886:45373849","chircus"
"2287",NA,"X:2308773:2309986","chircus"
"2288","VPS50","4:109915514:109916848","chircus"
"2289",NA,":22629:23804","chircus"
"2290",NA,"13:48571427:48572464","chircus"
"2291","AGBL3","4:21489697:21491874","chircus"
"2292",NA,"6:51968972:51969975","chircus"
"2293",NA,"4:85637942:85638821","chircus"
"2294",NA,":21310:22577","chircus"
"2295",NA,"8:54529786:54530714","chircus"
"2296",NA,"2:45862340:45863868","chircus"
"2297",NA,":38231:38859","chircus"
"2298",NA,"5:98925174:98926030","chircus"
"2299",NA,"15:49126573:49128090","chircus"
"2300",NA,"11:45374580:45375950","chircus"
"2301",NA,"8:54530819:54531761","chircus"
"2302",NA,":19498:20317","chircus"
"2303",NA,"X:2319754:2320515","chircus"
"2304",NA,"2:45867498:45868947","chircus"
"2305",NA,":23938:24683","chircus"
"2306",NA,"X:2307601:2308392","chircus"
"2307",NA,"4:83033074:83033698","chircus"
"2308",NA,"24:53398826:53399959","chircus"
"2309",NA,"11:45380863:45381976","chircus"
"2310",NA,":20480:21214","chircus"
"2311","VPS50","4:109917110:109917815","chircus"
"2312",NA,"4:96165053:96165981","chircus"
"2313",NA,"28:3904504:3905941","chircus"
"2314",NA,"11:45389721:45390658","chircus"
"2315",NA,"15:79439901:79440509","chircus"
"2316",NA,"4:83032264:83032801","chircus"
"2317",NA,"X:39204264:39205315","chircus"
"2318",NA,"16:24047914:24048338","chircus"
"2319",NA,"24:36370657:36371626","chircus"
"2320",NA,"11:45376652:45377441","chircus"
"2321",NA,":22056:22577","chircus"
"2322",NA,"X:3672616:3673055","chircus"
"2323",NA,"X:3678980:3679475","chircus"
"2324",NA,"15:79420297:79420805","chircus"
"2325",NA,"11:45379151:45379757","chircus"
"2326","EFCAB14","3:21334598:21334956","chircus"
"2327",NA,"1:11856544:11857738","chircus"
"2328",NA,"X:2317833:2318223","chircus"
"2329",NA,"24:61171294:61171760","chircus"
"2330","HECW2","2:51041771:51042258","chircus"
"2331",NA,"9:72829044:72829379","chircus"
"2332",NA,"11:45376025:45376658","chircus"
"2333",NA,"1:156729228:156730038","chircus"
"2334",NA,"10:52608431:52609176","chircus"
"2335",NA,"11:45379976:45380568","chircus"
"2336","SCN7A","2:106415036:106415305","chircus"
"2337",NA,"2:45861714:45862328","chircus"
"2338",NA,"24:53399995:53400508","chircus"
"2339",NA,"8:95893046:95893582","chircus"
"2340",NA,"10:52609235:52609763","chircus"
"2341",NA,"2:45866259:45866814","chircus"
"2342",NA,"14:63107078:63107827","chircus"
"2343",NA,"4:96174116:96174781","chircus"
"2344",NA,"11:45377879:45378288","chircus"
"2345",NA,"11:45378297:45378723","chircus"
"2346","AGBL3","4:21492332:21492817","chircus"
"2347",NA,"10:52607509:52608072","chircus"
"2348",NA,"10:52609882:52610416","chircus"
"2349",NA,"2:45871665:45872219","chircus"
"2350",NA,":2016:2324","chircus"
"2351",NA,"1:111856506:111856714","chircus"
"2352","TMEM260","10:34193072:34193444","chircus"
"2353",NA,"14:75676204:75676461","chircus"
"2354",NA,"28:3903217:3903837","chircus"
"2355",NA,"11:45382150:45382494","chircus"
"2356","DNAI7","5:83470426:83471005","chircus"
"2357",NA,"1:146371759:146372491","chircus"
"2358",NA,"11:45386597:45387025","chircus"
"2359",NA,"24:36369509:36369823","chircus"
"2360",NA,"11:45370505:45370901","chircus"
"2361","DNAI7","5:83471268:83471789","chircus"
"2362","ZC3H12D","9:73647713:73647986","chircus"
"2363",NA,"11:45387210:45387499","chircus"
"2364",NA,"11:58008792:58009199","chircus"
"2365",NA,"24:8485918:8486067","chircus"
"2366",NA,"16:621648:621828","chircus"
"2367",NA,"18:40805584:40806019","chircus"
"2368","AGBL3","4:21493132:21493399","chircus"
"2369",NA,"14:63090580:63091396","chircus"
"2370",NA,"24:36368233:36368655","chircus"
"2371",NA,"11:45390874:45391179","chircus"
"2372",NA,"11:45374083:45374339","chircus"
"2373","DNAI7","5:83469846:83470209","chircus"
"2374",NA,"6:3997137:3997283","chircus"
"2375","AGBL3","4:21488207:21488445","chircus"
"2376",NA,"4:96164390:96164675","chircus"
"2377","DDC","4:115141745:115142251","chircus"
"2378",NA,"22:34519619:34519757","chircus"
"2379",NA,"X:41528372:41528508","chircus"
"2380",NA,"14:42533443:42533743","chircus"
"2381",NA,"11:45378728:45379062","chircus"
"2382","CCSER1","6:34629551:34629798","chircus"
"2383","CNOT2","5:42667360:42667533","chircus"
"2384",NA,"5:98926026:98926156","chircus"
"2385",NA,"11:65855228:65855383","chircus"
"2386",NA,"7:42901366:42901472","chircus"
"2387",NA,"2:86530523:86530692","chircus"
"2388",NA,"3:21164072:21164189","chircus"
"2389",NA,"16:37164228:37164482","chircus"
"2390","MMP20","15:76418693:76419252","chircus"
"2391",NA,"4:96170536:96170753","chircus"
"2392",NA,"14:42532824:42533071","chircus"
"2393",NA,"15:49128158:49128332","chircus"
"2394",NA,"24:36369877:36370098","chircus"
"2395",NA,"18:40807330:40807541","chircus"
"2396",NA,"10:52607077:52607235","chircus"
"2397",NA,"18:40804484:40804722","chircus"
"2398",NA,"2:45869017:45869352","chircus"
"2399","GTDC1","2:83661038:83661183","chircus"
"2400",NA,"13:41197434:41197613","chircus"
"2401",NA,"14:75676573:75676724","chircus"
"2402",NA,"2:61265499:61265789","chircus"
"2403","PLEKHG1","9:75235148:75235362","chircus"
"2404","CDKAL1","23:13076631:13076940","chircus"
"2405",NA,"6:39053826:39053923","chircus"
"2406",NA,":891:1071","chircus"
"2407",NA,"9:17741813:17741988","chircus"
"2408",NA,"28:3907197:3907558","chircus"
"2409",NA,"28:6763791:6763928","chircus"
"2410",NA,":11234:12073","chircus"
"2411",NA,"10:89974534:89974719","chircus"
"2412",NA,"25:10188417:10188536","chircus"
"2413",NA,"14:42532424:42532594","chircus"
"2414",NA,"28:3908851:3909105","chircus"
"2415",NA,"3:21572621:21572862","chircus"
"2416","TMEM260","10:34193766:34193890","chircus"
"2417",NA,"14:94598430:94598514","chircus"
"2418",NA,"28:3903843:3904123","chircus"
"2419",NA,"2:135113884:135114084","chircus"
"2420","CDCA8","3:12600910:12601009","chircus"
"2421",NA,"11:45369646:45369780","chircus"
"2422",NA,"2:45869481:45869829","chircus"
"2423","AGBL3","4:21491908:21492010","chircus"
"2424",NA,"10:52610513:52610620","chircus"
"2425","NEK5","12:65144767:65144911","chircus"
"2426",NA,"28:33531786:33531858","chircus"
"2427",NA,"10:37683831:37684409","chircus"
"2428",NA,"12:23793592:23793692","chircus"
"2429",NA,"18:61712445:61712946","chircus"
"2430",NA,"6:105171041:105171143","chircus"
"2431",NA,"24:12660528:12660652","chircus"
"2432","PECR","2:31733669:31733785","chircus"
"2433",NA,"13:52967783:52967895","chircus"
"2434",NA,"15:34855289:34855496","chircus"
"2435",NA,"8:65439432:65439507","chircus"
"2436",NA,"9:3201338:3201429","chircus"
"2437",NA,"10:89974775:89974907","chircus"
"2438",NA,"28:14072237:14072298","chircus"
"2439",NA,"4:85638962:85639236","chircus"
"2440","DNAI7","5:83469211:83469327","chircus"
"2441","NT5DC1","9:21802760:21802841","chircus"
"2442","COL10A1","9:21802760:21802841","chircus"
"2443",NA,"3:21589770:21590117","chircus"
"2444","SHISAL1","5:113900180:113900280","chircus"
"2445",NA,"20:60017852:60017924","chircus"
"2446","CERS3","21:5385220:5385301","chircus"
"2447",NA,"28:3906823:3906974","chircus"
"2448",NA,"4:85639022:85639180","chircus"
"2449",NA,"14:63089146:63089402","chircus"
"2450",NA,"4:96170120:96170288","chircus"
"2451",NA,":1384:1885","chircus"
"2452",NA,"2:45867195:45867291","chircus"
"2453",NA,"3:21589317:21589512","chircus"
"2454",NA,"15:79420890:79421026","chircus"
"2455","DNAI7","5:83469549:83469805","chircus"
"2456",NA,"10:89975923:89976070","chircus"
"2457",NA,"4:77811605:77811673","chircus"
"2458",NA,"18:61713524:61713676","chircus"
"2459","CTNND2","20:62189284:62189448","chircus"
"2460",NA,"10:97591276:97591339","chircus"
"2461",NA,"12:85702378:85702441","chircus"
"2462",NA,"3:17591025:17591101","chircus"
"2463",NA,"12:71686931:71687001","chircus"
"2464",NA,"20:33861064:33861146","chircus"
"2465",NA,"24:12661648:12661732","chircus"
"2466",NA,"28:6759901:6760006","chircus"
"2467",NA,"10:89978360:89978498","chircus"
"2468",NA,"15:26703496:26703561","chircus"
"2469",NA,"18:15966768:15966861","chircus"
"2470",NA,"18:40804209:40804274","chircus"
"2471",NA,"11:25186476:25186570","chircus"
"2472",NA,"2:45865990:45866057","chircus"
"2473",NA,"X:41320391:41320462","chircus"
"2474","CNTNAP5","2:59561169:59561225","chircus"
"2475",NA,"13:52942124:52942238","chircus"
"2476",NA,"4:96166031:96166126","chircus"
"2477",NA,"25:6959393:6959452","chircus"
"2478",NA,"7:85262255:85262317","chircus"
"2479",NA,"10:89975723:89975791","chircus"
"2480",NA,"13:52967073:52967181","chircus"
"2481",NA,"5:98917147:98917210","chircus"
"2482","CRPPA","4:95862068:95862135","chircus"
"2483","TARS3","21:28417224:28417282","chircus"
"2484",NA,"24:36796525:36796587","chircus"
"2485",NA,"1:142903635:142903695","chircus"
"2486",NA,"7:61274405:61290558","chircus"
"2487",NA,"8:92663444:92672188","chircus"
"2488",NA,"7:9716419:9726507","chircus"
"2489",NA,"4:44361347:44369404","chircus"
"2490",NA,"4:44353988:44361347","chircus"
"2491",NA,"5:118202624:118210265","chircus"
"2492",NA,"6:45530992:45536281","chircus"
"2493",NA,"7:9726774:9732002","chircus"
"2494",NA,"3:81701049:81705282","chircus"
"2495",NA,"14:86032471:86039190","chircus"
"2496",NA,"7:61286342:61290558","chircus"
"2497",NA,":4039:7835","chircus"
"2498",NA,":8130:11806","chircus"
"2499",NA,"X:2302654:2306582","chircus"
"2500",NA,"1:54186090:54188258","chircus"
"2501",NA,"6:45528859:45530718","chircus"
"2502",NA,"14:86041065:86043136","chircus"
"2503",NA,"5:118210265:118211704","chircus"
"2504",NA,"14:86039455:86040862","chircus"
"2505",NA,"4:100464195:100465630","chircus"
"2506","CLOCK","6:71509321:71512052","chircus"
"2507",NA,"1:116170732:116172520","chircus"
"2508","NID2","10:58146509:58148394","chircus"
"2509",NA,"28:10383717:10385830","chircus"
"2510","CHDH","22:47061913:47063990","chircus"
"2511",NA,"24:43977587:43979277","chircus"
"2512",NA,"X:2306581:2307607","chircus"
"2513",NA,"6:45529907:45530718","chircus"
"2514",NA,"10:39430607:39432251","chircus"
"2515",NA,"7:9725701:9726507","chircus"
"2516",NA,"1:116164764:116165966","chircus"
"2517","CHDH","22:47058745:47060336","chircus"
"2518",NA,"28:10361542:10362892","chircus"
"2519",NA,"28:10364056:10365486","chircus"
"2520",NA,"24:43979532:43980795","chircus"
"2521",NA,"1:116165987:116167216","chircus"
"2522",NA,"17:14579632:14580965","chircus"
"2523",NA,"5:118210882:118211704","chircus"
"2524",NA,"10:39423455:39424651","chircus"
"2525","CHDH","22:47064273:47065673","chircus"
"2526","MYO7A","15:26316077:26317281","chircus"
"2527",NA,"28:10380691:10381695","chircus"
"2528",NA,"6:45536274:45536786","chircus"
"2529","MYO7A","15:26319996:26321112","chircus"
"2530",NA,"1:116173620:116174462","chircus"
"2531",NA,"14:44610671:44611258","chircus"
"2532",NA,"5:118211837:118212490","chircus"
"2533",NA,"4:44353271:44353792","chircus"
"2534",NA,"26:20255456:20256521","chircus"
"2535",NA,"22:6795351:6797284","chircus"
"2536",NA,"10:39432299:39433084","chircus"
"2537",NA,"X:2302099:2302655","chircus"
"2538",NA,"28:10387869:10388865","chircus"
"2539",NA,"10:39427423:39428350","chircus"
"2540",NA,"17:14572870:14573798","chircus"
"2541",NA,"1:116169572:116170341","chircus"
"2542","NID2","10:58151141:58151908","chircus"
"2543",NA,"20:8556989:8557948","chircus"
"2544","MYO7A","15:26319051:26319749","chircus"
"2545",NA,"26:20260186:20261239","chircus"
"2546",NA,"28:10366286:10367051","chircus"
"2547","NID2","10:58154581:58155266","chircus"
"2548","NID2","10:58157306:58158239","chircus"
"2549","CHDH","22:47057772:47058520","chircus"
"2550","NID2","10:58156610:58157300","chircus"
"2551",NA,"2:82985252:82985679","chircus"
"2552","DYNC2H1","15:77189587:77189977","chircus"
"2553",NA,"20:8552182:8553051","chircus"
"2554",NA,"24:8785782:8786102","chircus"
"2555",NA,"17:14578404:14579351","chircus"
"2556","MYO7A","15:26317833:26318861","chircus"
"2557",NA,"20:8553535:8554455","chircus"
"2558","NID2","10:58150013:58150831","chircus"
"2559",NA,"13:16741472:16742100","chircus"
"2560",NA,"28:10382066:10382574","chircus"
"2561",NA,"14:86043173:86043572","chircus"
"2562",NA,"28:10367715:10368217","chircus"
"2563",NA,"22:6781191:6782386","chircus"
"2564",NA,"22:6792969:6793652","chircus"
"2565",NA,"17:14582365:14583246","chircus"
"2566",NA,"5:17267443:17268702","chircus"
"2567",NA,"17:14574212:14574975","chircus"
"2568",NA,"28:10374794:10375485","chircus"
"2569",NA,"10:39422631:39423142","chircus"
"2570",NA,"22:6812971:6814023","chircus"
"2571",NA,"22:19440231:19441052","chircus"
"2572",NA,"22:19441554:19442359","chircus"
"2573",NA,"22:6807827:6808732","chircus"
"2574","NID2","10:58155589:58156164","chircus"
"2575",NA,"28:10373692:10374358","chircus"
"2576",NA,"26:20253905:20254499","chircus"
"2577",NA,"22:6791809:6792644","chircus"
"2578",NA,"22:6793920:6794714","chircus"
"2579",NA,"28:10386269:10386862","chircus"
"2580",NA,"11:45790527:45791871","chircus"
"2581",NA,"10:39429391:39429914","chircus"
"2582",NA,"22:19436839:19437719","chircus"
"2583","CHDH","22:47067055:47067973","chircus"
"2584","OLA1","2:113663045:113663537","chircus"
"2585",NA,"13:16749880:16750388","chircus"
"2586","VMP1","19:10364927:10365239","chircus"
"2587",NA,"1:116173082:116173604","chircus"
"2588",NA,"28:10368396:10368828","chircus"
"2589",NA,"10:39421960:39422479","chircus"
"2590",NA,"1:116172552:116173049","chircus"
"2591",NA,"15:39468020:39468494","chircus"
"2592",NA,"13:16745324:16745780","chircus"
"2593",NA,"15:47312477:47312696","chircus"
"2594",NA,"22:6815579:6816105","chircus"
"2595",NA,"26:20256676:20257257","chircus"
"2596","DOCK4","4:63834874:63835382","chircus"
"2597",NA,"26:20257449:20257901","chircus"
"2598",NA,"26:20259532:20260145","chircus"
"2599",NA,"17:14575168:14575517","chircus"
"2600","CHDH","22:47068250:47068586","chircus"
"2601",NA,"10:47450497:47450899","chircus"
"2602","NID2","10:58158948:58159326","chircus"
"2603",NA,"22:6790594:6791337","chircus"
"2604",NA,"28:10376605:10377002","chircus"
"2605","CHDH","22:47065672:47066020","chircus"
